team,post,post_author,post_time,tag
ECLOT,"🎮🔥 Sangal (0) vs ECLOT (2)! 🔥🎮

Winner: ECLOT

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #Sangal #ECLOT","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:40:15.794025+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"Case (16 points)
77. 500 (16 points)
78. Entropiq (16 points)
79. MOUZ NXT (16 points)
80. Sangal (15 points)
81. ENCE Academy (15 points)
82. ECLOT (15 points)
83. Sprout (15 points)
84. Rooster (15 points)
85. ex-sYnck (15 points)
86. ILIN (14 points)
87. Endpoint (14 points)
88. Rare Atom (14 poi","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-19T18:31:46.433999+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#ECLOT eliminate #Sangal from the Shanghai Major after sweeping them 2-0.

ECLOT won Mirage 13-6.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:10:20.331Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#ECLOT take Anubis 13-10 over #Sangal.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:09:12.446Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Sangal take on #ECLOT in an elimination BO3.

Map 1 will be Anubis. Map 2 will be Mirage. The decider, if needed, will be Dust II.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:06:34.253Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"Dissertation à crue du mansplaining microagresseur au cœur d'une escapade où les conceptions patriarcales se déchirent.

D'enfant réifié par ses parents à  femme devenu catalyseur d'émotion, Collias éclot dans ces Catskills organiques et tentatrices.

#GoodOne",Joe - Le Fil d'Ariane,2024-11-18T10:14:03.901Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Sinners defeat #ECLOT on Ancient 13-8.

Sinners improve to 2-1 while ECLOT fall to 1-2 and will face elimination.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T05:07:59.898Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Sinners are taking on #ECLOT in a BO1 on Ancient.

Both teams have a 1-1 record. The loser will be one loss away from elimination.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T04:20:31.130Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"Not looking bad so far, disappointed in GL's loss to Eclot but after messing with the bracket I still think they can go through! BetBoom also looking like a solid bet as well, excited to see how the 1-1 games play out tonight.",Zeke,2024-11-17T22:37:58.832Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"After a close game, #ECLOT pull back the win from #GamerLegion 13-11 on Inferno.

GamerLegion is now 0-2. 1 more loss will eliminate them.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T11:13:31.308Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Falcons take down #ECLOT 16-13 on Anubis.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T07:40:13.247Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"S1mple laver live vanvidsplay med MP9’en og Falcons vinder første kamp mod Eclot 😮‍💨

Shaky start 😳",Mikespike,2024-11-17T07:32:27.501Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Falcons (#24) take on #ECLOT (#45) for the fifth match of the PW Shanghai major EU RMR.

They will battle on Anubis.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T07:27:44.941Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"RMR Shanghai Major 🇨🇳

Mine predictions for kvalifikationen i Europa gruppe A

🎟️Navi
🎟️Vitality
🎟️Mouz
🎟️Faze
🎟️SAW
🎟️Fnatic
🎟️Cloud9

🫧: Falcons, Betboom, GamerLegion

🗑️Nemiga, Sangal, Sinners, Rebels, Eclot, Unity

Hvad er jeres tanker?

#Majorpådansk #cspådansk",Mikespike,2024-11-16T21:13:19.785Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Do you think they had FaZe Clan in Piltover,Morgan Graves,2024-11-20T03:55:46.428Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Justin Herbert - Potential Man
Jared Goff - Ryan Gosling
Caleb Williams - Theyleb
Kyler Murray - Faze Clan Kyler/ CoD Kyler
Anthony Richardson - Everstone Josh Allen
Trevor Lawrence - Archie Manning
Aaron Rodgers - The Darklord 
Desmond Ridder - DoorDash Desmond",glebs,2024-11-19T20:57:26.597Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"I’m disappointed in these Game Awards nominations. Geoff Keighley could be doing so much to help the esports scene stop bleeding money if he’d only add a 4th, 5th, and 6th esports category to help raise awareness, but noooo. He probably won’t even invite FaZe Clan on to sing a musical number.",shutupneff,2024-11-19T15:43:13.265Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"EU Group B Qualifiers ongoing for the CS2 Major.

Hoping the 7 teams that qualify are...
Vitality ✅
MOUZ ✅
NAVI 
Cloud9
FaZe Clan
GamerLegion
Fnatic",RhawketS,2024-11-19T04:01:37.704Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"TEAM BDS DEFEAT FAZE CLAN IN 2-0 BEATDOWN TO QUALIFY FOR BLAST MONTREAL CHAMPIONSHIP! 

Superstar performance from BDS flex player Yuzus with whopping 24-11 K/D (+13), 78% KOST and insane 58% survival rate.

#r6 #rainbowsixsiege #esports #r6esports #teambds #fazeclan #blastmontreal #major",Rainbow Six Siege Esports News,2024-11-17T06:04:15.108Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,can i confess that i have a small interest in FaZe clan,kirsten,2024-11-15T22:06:39.533Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"La finale du 6 Major Montréal pointe le bout de son nez, on approche d'un scénario ou BDS peut aller chercher deux finales de Major back to back mais pour ça il faudra aller chercher la victoire face à des grosses équipes !
La fin de cette compétition s'annonce passionnante 😍",FuturFax,2024-11-15T10:19:08.503Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Owner of Esports apparel brand ARMA and have worked with thousands of teams across the industry over the last 10 years from big to small 

Also a Graphic Designer previously working with brands like FaZe Clan, OpTic Gaming + More",Jay West,2024-11-15T04:31:29.089Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"The brave Americans have already emptied their Embassy in Kiev because Russian missiles are going to rain down on the civilian and military buildings of Vojvoda Vlad Zelensky, the impaled one.",Fábio de Oliveira Ribeiro ,2024-11-20T23:59:56.749Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Please follow my friend Rain. He makes amazing YB art. And he's really sweet and friendly.,Michelle,2024-11-20T23:59:52.671Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"08 Rain

Anyone recognize this place? You have no idea how hard the umbrella was to draw. Told you the umbrella was gonna come back

Don't even ask how they're holding it while making out.

#Caitvi #Arctober #Arcane  #ArcaneArt",Maria • CANTALAGUA 🌱,2024-11-20T23:59:44.847Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"The mud puddle she'd fallen through hovered above Ava like a rain cloud, just out of reach. 
""You're not getting home that way."" The man with the suitcase slammed it shut. ""Might as well do some #sightseeing. Could be you won't want to leave."" #vss365 3",M.P. McCune,2024-11-20T23:59:30.921Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,I remember this older dude who would bomb around on his skateboard in the rain just absolutely soaked and sliding everywhere. Correct approach to life!,Ira,2024-11-20T23:59:14.198Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"New rain frog outfit kohaku ^^ 
Artist @remizame.bsky.social <3",Kohaku Katou,2024-11-20T23:59:08.001Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Weather app promised I’d wake up to a winter wonderland this morning. Then it said it would snow all day. I’d rather have snow instead of the rain that’s been falling since last night.,SuzyQ 🇨🇦,2024-11-20T23:58:59.997Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Friggin water in the basement.
How the fuck can it not?
Soon gonna have to rename it Atlantis.

2 weeks now of rain. 
Never seen a November like this in my years in Newfoundland.",J.A. Murphy 🫐,2024-11-20T23:58:59.172Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"what’s a good video game for an overcast, rainy day? i’ve been trying to figure out if any games are enhanced by the sound of rain on your window 🌧️",seldum 🔥,2024-11-20T23:58:55.326Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"""Seed, stone and air,"" #digitalcompositeimage 'America: Lost & Found' series. First photo made 2003 on Prospect Mountain, Estes Park, CO. This #dci was created in 2014; this post on Bluesky 2024.
It stands seven feet tall, clinging to a rock cliff overlooking the town of Estes Park. A survivor. ➡️",Tom Ogburn 🪔,2024-11-20T23:58:16.930Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Terminei de ler A swim in a pond in the rain do George Saunders. Cara, que lindo que é. Uma aula, claro. Mas além disso, uma declaração de amor à literatura, em especial às narrativas breves.",concurseiro e só,2024-11-20T23:57:54.619Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Still shorter than the November Rain music video,,2024-11-20T23:57:39.664Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"I did the thing. 

All of those likes, stupid jokes, pile-ons, extremely well-reasoned opinions, info-dumps and 'actually's...

All of those shitposts will be lost in time, like tears in the rain.",Copperdomebodhi,2024-11-20T23:57:34.141Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"I keep forgetting the alt text 🤦‍♀️'red bracket fungus on a tree stump' - all I could find this morning, but with all the rain we've had I'm expecting plenty others will pop up in the next few days 💚",Jules 💚🖤,2024-11-20T23:57:01.924Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,There is nothing like a mid-November field lacrosse practice in about 8 degree Celsius with a misty and foggy rain to improve a mood.,Cdnhulk🇨🇦,2024-11-20T23:57:01.658Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"“Jesus Christ, this goddamn rain” crushes my heart every single time. “I’ll never kiss your lips again” rips it out. “Or break your heart” punts it down the freight yard.",Jill Johnston,2024-11-20T23:56:55.850Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"After the rain, the wind, and the thunder overnight, some roses are still blooming here in Seattle:",Acthpa,2024-11-20T23:56:48.970Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Hello, friend! 🙋🏻‍♂️
I’ll take all the zen moments I can get 🪷😌🪷
Winds are kickin’ up here in San Jose. Much needed rain is on the way.
And a good evening to you as well 🌅",Scott ,2024-11-20T23:56:27.395Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"When it comes to finding data discrepancies in excel/sheets, I'm like rain man.",Bhav Patel (Dodonerd),2024-11-20T23:55:43.754Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"If you guessed there is more rain the forecast, you’d be correct! ntv.ca/if-you-guess... #nlwx",NTV News,2024-11-21T04:25:37.678Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"yess. living in the PNW, one of the greatest joys is seeing dogs in their raincoats and rain boots🥺",feral streep,2024-11-20T23:55:26.966Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Current conditions: -5.4°C, Wind 251 0.0 km/h, Humidity 95%, Pressure 1006.8 hPa, Rain today 0.2 mm #weather

📍 Live weather: https://mm0zif.radio/current/mm0zif-wx-local-weather-in-irvine-north-ayrshire/",MM0ZIF-WX,2024-11-20T23:55:06Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,One of my favorite movies is The Art of Racing in the Rain.,Crystal Brannon,2024-11-20T23:55:05.804Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,there’s always tomorrow,zach silberberg,2024-11-20T23:55:00.046Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,karrigan revela que precisou lidar com a perda do irmão durante RMR: “Difícil de acreditar”,DRAFT5,2024-11-19T22:15:00.514Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Rap Game Karrigan,rose,2024-11-17T15:27:20.830Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Gruppe A er meget ulige på niveau imo. Få virkelig stærke hold og en del hold med potentiale for upsets, hvor imod gruppe B er meget åben

De danske gutter vi skal holde med er: 

Karrigan, Tauson, Magisk, Dupreeh og BlameF",Mikespike,2024-11-16T21:16:46.768Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"En España parece que la libertad de expresión  esta siendo sesgada ...
www.youtube.com/watch?v=ROpz...",Manolo Molina,2024-11-20T11:51:50.859Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Iker Jiménez, explica qué ha pasado con su canal...
Ahora en directo...
www.youtube.com/watch?v=ROpz...",,2024-11-19T21:07:12.550Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"I now present….this f*ing thing. (And it’s not a beat boxing blueberry) It’s my favorite picture of Chessie (Winchester) being her truest self and squiggling her way up the couch, freezing every time I looked at her.",Aeval Lee,2024-11-20T23:57:39.004Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Steady day at the hospital - three procedures, a frozen, and plenty of cytology - but I’m caught up, and the ORs are winding down. 

Also got the last bit of documentation we needed to move forward with opening escrow on our Jungle Retreat. 🤞🏼🤞🏼🤞🏼",Rebecca J. Allred,2024-11-20T23:56:44.088Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Hadn't planned on being home tonight,  I guess it's whatever's in the fridge (frozen nugs, raw veg) and laundry now 🫤",Bored Jake,2024-11-20T23:56:18.418Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,thank u! im so good at findinf frozen meal,dave!,2024-11-20T23:55:51.162Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Frozen veggies are ok, but a lot of frozen snack foods (fish sticks, pizza rolls) are loaded with preservatives etc. that are not great when constantly consumed",citizen yeerased,2024-11-20T23:53:45.233Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"My little horse must think it queer 
To stop without a farm house near
Between the woods and frozen lake
The coldest evening of the year",,2024-11-20T23:53:04.491Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,FROZENで前に並んでた人がDazzカメラで遊んでたからそれも良いよなぁって思ったんだけど実際のハーフカメラと比べるとやっぱり味があるのは実際のカメラで撮ったものなんだよな,kemeko,2024-11-20T23:52:38.649Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,the first time i heard this i was frozen in shock by how incredible it was lol youtu.be/xW3oaIVSZzQ?...,var,2024-11-20T23:52:03.227Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Wade had completely frozen up, staring at Daken with wide eyes. After a moment, he lurched forward, just barely inches away from their lips touching again.

ᅠ“ Make  me . ”",ᅠ𝑫 𝑬 𝑨 𝑫 𝑷 𝑶 𝑶 𝑳,2024-11-20T23:51:11.167Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Oh I’m fuckin going IN.,king crimson,2024-11-20T23:49:50.303Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"These are my arms & neck. I am being choked by bands of cording that go around my neck and  displace my collar bones.

This picture scared the shit out of pain management. After seeing it, a second nerve block was ordered for my neck to try to unlock my frozen ribcage.

It shrunk to 25”. It’s hell.",Queen Buttercup Speaks,2024-11-20T23:49:25.923Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"17: Sonic Lost world - Frozen Factory Zone Act 1

I was watching Radical Soda review, and he mentioned about this music, pretty cool! 
Especially this remix version 

""Makes any sonic Level a fun time!
Weeee
Yay!
Wa Hey!

Woo- Almost... anything""
youtu.be/hnX8aFafeEA?...",Xartin ,2024-11-20T23:48:59.462Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Microsoft's decision to stream graphical assets in flight simulator means you get a tile that is near-photorealistic directly next to a mound of frozen green jello,Graham Marbles,2024-11-20T23:48:01.152Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Have you ever frozen your cookies and cream poptarts before?,Wolforia,2024-11-20T23:47:52.835Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,The Frozen North.,Malcolm Quinn,2024-11-20T23:45:33.998Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,Hooters always gave me frozen Tyson wings with fresh sauce,,2024-11-20T23:44:41.588Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Frozen potatoes & fries are just the tip of the iceberg. Since the days of Covid supply chain issues, food processors & major grocers have been laughing all the way to the bank, all while keeping their prices inflated. 
www.cbc.ca/news/world/p...",Hot Bean Juice,2024-11-20T23:43:17.796Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"“Ethics committee” huh?  Quite the misnomer, kind of like jumbo shrimp or fresh frozen…",John,2024-11-20T23:42:35.646Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"BITD @californiapizza.bsky.social was a treat. Now it’s worse than frozen. Last one, meh.",,2024-11-20T23:41:24.050Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Gonna start doing these earlier in the day now that we've had our first major snowfall!! Frozen Hillside's theme is such a delight. The choirs that give off that crystal-like sense of cheer, and the bells constantly going in the background make this one great track to race to!",KirbyVolt (KV) @ The Hyrule of Legends,2024-11-20T23:41:04.435Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"do you think there will be any rotisserie chickens at the grocery store Thanksgiving morning? 

during lockdown, me and my partner tried to cook a turkey breast but it was still completely frozen inside (even our sides sucked). so we’re on our own again this year and we’re trying chicken lol",xtina,2024-11-20T23:39:51.211Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"I know that feeling, I can't stand the cold, I would have to be dragged since I would be frozen like a statue",EchoCrashCraft,2024-11-20T23:39:33.894Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,"Making a character in #FiveEvil - follow along as Brad Zimmerman, designer of incredible game d12GO! and founding GM of the wonderful @fateofisen.bsky.social, makes a character fit for horror!
Find out how #DnD5E gets twisted for scary times in a frozen research base...

youtu.be/NVk9xDuhaoY?...",Morgan Davie,2024-11-20T23:39:21.718Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,The fall musical is officially done and over after a great performance last night. It was Frozen and the big surprise was they made it snow on stage. Such a lovely start to the holiday season. And no more rehearsals til the spring musical practice starts in January! I need a break.,Victoria Fedden,2024-11-20T23:37:59.028Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
FaZe Clan,ok well SOME OF US live in the GREAT FROZEN NORTH where early sunsets mean scraping ice off your car not only in the morning before work but also in the evening so you can go home 😵‍💫 my seasonal depression doesn't usually get too bad until later in the winter but I'm still Big Grumpy. i miss virginia,Charlotte Tangle 🔥COMMS OPEN🔥,2024-11-20T23:37:56.301Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"FUT Esports and G2 will be rounding out the 8 teams at Red Bulls' Home Ground event in Berlin Germany.

The teams participating are:
FNATIC
Karmine Corp
FOKUS
Cloud9
Team Heretics
T1
FUT Esports
G2 Esports",VCT News,2024-11-20T21:34:41.722Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"Como no juega fnatic tranquilo porqué la única persona que me puede decepcionar soy yo mismo, wait..",,2024-11-20T20:59:12.774Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"fnatic making it is super nice, this team is growing on me somehow i fw them heavy
i also fw gamerlegion heavy now i guess ... FL4MUS STICKERS WE WILL BE THERE !!!!!
other than that i don't have much to say such a boring end to the final rmr but it is what it is (RIP BB :( NAFANY.... ZORTE ...)",katseru,2024-11-20T19:29:15.075Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,Pas vraiment d'accord je trouve mikyx upset vrm fort pour peu que huma se bouge le cul fnatic ça peut tout rafler cette année (ce que j'espère pas) mais espérons que targa caliste choque.,KC Mehdi,2024-11-20T18:37:16.326Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"RMR Recap:

What an ending to group A.

As much as I'm sad to see Sinners fall at the finish line after such close Bo3s in 2-1 and 2-2, having Fnatic and Gamer Legion at the major is gonna be sweet.

Bit of a sigh of relief that Fnatic made it

#CS2 #CounterStrike",Floofys🏳️‍🌈🌱,2024-11-20T16:30:59.451Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,I love whoever is running the FNATIC twt account 😂,🔪Nartea,2024-11-20T10:39:27.547Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,Fnatic overcome Eclot with a 19-17 overtime win to qualify for the Shanghai Major!,CS2 News,2024-11-20T09:36:34.216Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,This weekend I took a look at the teams competing at @redbull.com Home Ground. I’m throwing my support to FNATIC 🙌🏻 www.redbull.com/gb-en/red-bu...,Jack Ridsdale,2024-11-20T09:25:50.110Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"#Fnatic eliminate #ECLOT 2-1 with a 13-4 victory on Ancient and a 19-17 victory on Nuke.

Eclot won Inferno 13-11 but they couldn’t close out Nuke.

Fnatic qualify for the Shanghai Major with the 6th seed.

#CS2 #counterstrike",Mike,2024-11-20T08:34:06.711Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,Fnatic back at another Counter Strike major!! You love to see it,Harry,2024-11-20T08:28:22.663Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,baitF goat #counterstrike #cs2 #shanghaimajor2024,reeyarn,2024-11-20T07:30:00.105Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"#ECLOT prepare to take on #Fnatic in an elimination BO3.

Map 1 is Ancient. Map 2 and the decider will be Inferno and Nuke respectively.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-20T04:59:17.333Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,Will prob. Yap about eu rmr when that finishes so far no silly upsets which sucks BUT rmr b i have faith in you anyway go fnatic go gamerlegion go bb yay!!!!,katseru,2024-11-20T04:46:50.658Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"🎮🔥 FaZe (2) vs fnatic (0)! 🔥🎮

Winner: FaZe

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #FaZe #fnatic","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:38:39.877834+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,(Yes I know Fnatic isn't sponsored by Porsche but it looks cool),JewelBox Designs,2024-11-19T23:46:05.391Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,"Falcons (1) vs GamerLegion (2) at Perfect World Shanghai Major 2024 Europe RMR A
FaZe (2) vs fnatic (0) at Perfect World Shanghai Major 2024 Europe RMR A
st4rboys (2) vs Gods Reign (0) at Dust2 India 1xBet Masters 16
Natus Vincere (2) vs SAW (0) at Perfect World Shanghai Major 2024 Europe RMR A","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-19T19:02:33.575198+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Fnatic,")
25. MIBR (79 points)
26. HAVU (78 points)
27. ECSTATIC (74 points)
28. KOI (73 points)
29. BIG (72 points)
30. Imperial (65 points)
31. Rebels (61 points)
32. Guild Eagles (57 points)
33. Legacy (55 points)
34. Preasy (51 points)
35. fnatic (51 points)
36. Enterprise (46 points)
37. paiN (45 point","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-19T18:31:45.923432+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
