team,post,post_author,post_time,tag,source,Annotations
Fnatic,Bodyy????,,2024-11-17 15:09:11.899000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,so you wouldnt mind me holding you tight and feeling all over your bodyy,Phoebe,2024-11-16 12:46:52.075000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,xo tatted all over her bodyy🫶🏽,𝖙𝖍𝖆𝖓𝖉𝖔 ﾒֶָ֢𝟶,2024-11-16 10:07:33.166000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,can’t wait to post my freaky hacker chick bodyy again,zuper duper,2024-11-15 20:01:19.502000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,"Matys też jest zwariowany. Cały czas chce żeby się z nim zajmować (rzucać piłeczkę), wieczorem głaskanie jak lezy na kręgosłupie ;-) I spacerki w kilometrach.",Pogotowie IT - Piotr,2024-11-18 17:15:14.478000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,"Ja mam już trzeciego psiaka.
Pierwszy Smutek był z nami 15 lat, Dyzio także 15 lat. Teraz jest Matys. Jest już u mnie 5 lat. Każdy miał inny charakter. Każdy na swój sposób zwariowany, ale każdy tak samo kochany. Matys jest najbliższy swoim charakterem do mojego pierwsza psiaka :-)",Pogotowie IT - Piotr,2024-11-18 17:02:49.378000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,"No otwórz mi balkon! 
Słyszysz co do Ciebie mówię!
#pies #bichon #Matys",Pogotowie IT - Piotr,2024-11-17 17:28:19.721000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Fnatic,"Gruppe A er meget ulige på niveau imo. Få virkelig stærke hold og en del hold med potentiale for upsets, hvor imod gruppe B er meget åben

De danske gutter vi skal holde med er: 

Karrigan, Tauson, Magisk, Dupreeh og BlameF",Mikespike,2024-11-16 21:16:46.768000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Cloud9,"#Cloud9 qualify for the Shanghai Major after they defeat #Sinners 2-1 with a 13-11 victory on Dust II.

Sinners will need to win one more BO3 to qualify.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19 04:59:11.947000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
Cloud9,"#Sinners take Vertigo 13-9 over #Cloud9.

We now move to Dust II to see who qualifies for the major.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19 04:11:38.901000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
Cloud9,"#Cloud9 take Mirage 13-7 over #Sinners.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19 04:07:56.970000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
Cloud9,"#Sinners take on #Cloud9 in a BO3 to see who will get the number 3 seed in the Shanghai Major.

Map 1 will be Mirage. Map 2 will be Vertigo, and the decider will be Dust II.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19 04:03:57.176000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
Cloud9,"EU Group B Qualifiers ongoing for the CS2 Major.

Hoping the 7 teams that qualify are...
Vitality ✅
MOUZ ✅
NAVI 
Cloud9
FaZe Clan
GamerLegion
Fnatic",RhawketS,2024-11-19 04:01:37.704000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Cloud9,i’m on cloud666 not cloud9,a,2024-11-19 00:24:38.407000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Cloud9,Still crazy that there has been zero CS teams comparable to the skill level of the 2018 MAJOR champions Cloud9,Austin Abadir,2024-11-18 09:50:39.228000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Cloud9,"Nd he wasn’t lying
It’s almost 5am and I’m making ways to smoke w this nigga😂😂
#cloud9",Coochie Hashira Cisco (49%),2024-11-18 04:44:01.839000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Cloud9,"Bro: “What yo plans for today”

Me: “Just wanna be on cloud9 and vibe to music”

Bro: “i’ll be 2mins”",B. Saint Patrick,2024-11-18 04:41:45.820000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Cloud9,"#Cloud9 pummel #Sangal 13-2 on Mirage.

Cloud9 rise to 2-1 while Sangal fall to 1-2 and will be on the cusp of elimination.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18 04:32:21.033000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Cloud9,#cloud9 > #weedsky,Coochie Hashira Cisco (49%),2024-11-18 04:31:41.270000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Cloud9,"#Cloud9 take down #Nemiga on Inferno 13-5.

HeavyGod was seemingly unstoppable.

C9 climb to 1-1 while Nemiga fall to 0-2 and are one loss away from being eliminated.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17 12:20:05.993000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
FaZe Clan,"EU Group B Qualifiers ongoing for the CS2 Major.

Hoping the 7 teams that qualify are...
Vitality ✅
MOUZ ✅
NAVI 
Cloud9
FaZe Clan
GamerLegion
Fnatic",RhawketS,2024-11-19 04:01:37.704000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
FaZe Clan,"TEAM BDS DEFEAT FAZE CLAN IN 2-0 BEATDOWN TO QUALIFY FOR BLAST MONTREAL CHAMPIONSHIP! 

Superstar performance from BDS flex player Yuzus with whopping 24-11 K/D (+13), 78% KOST and insane 58% survival rate.

#r6 #rainbowsixsiege #esports #r6esports #teambds #fazeclan #blastmontreal #major",Rainbow Six Siege Esports News,2024-11-17 06:04:15.108000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,2
FaZe Clan,can i confess that i have a small interest in FaZe clan,kirsten,2024-11-15 22:06:39.533000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
FaZe Clan,"La finale du 6 Major Montréal pointe le bout de son nez, on approche d'un scénario ou BDS peut aller chercher deux finales de Major back to back mais pour ça il faudra aller chercher la victoire face à des grosses équipes !
La fin de cette compétition s'annonce passionnante 😍",FuturFax,2024-11-15 10:19:08.503000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
FaZe Clan,"Owner of Esports apparel brand ARMA and have worked with thousands of teams across the industry over the last 10 years from big to small 

Also a Graphic Designer previously working with brands like FaZe Clan, OpTic Gaming + More",Jay West,2024-11-15 04:31:29.089000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
FaZe Clan,Rap Game Karrigan,rose,2024-11-17 15:27:20.830000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
FaZe Clan,"Gruppe A er meget ulige på niveau imo. Få virkelig stærke hold og en del hold med potentiale for upsets, hvor imod gruppe B er meget åben

De danske gutter vi skal holde med er: 

Karrigan, Tauson, Magisk, Dupreeh og BlameF",Mikespike,2024-11-16 21:16:46.768000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Natus Vincere,DO3S NOT CL34R 1T UP. 1 R34D TH3 BROD3MUS DUB FOR 4 B1T 4ND TH3 R3Z1 TH3R3 1S L4CKLUST3R 11RC,contraryanchor,2024-11-16 16:52:20.402000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Natus Vincere,"(9/19) Même pour quelqu'un comme moi qui ne suit pas assidument l'esport et surtout pour League of Legends, ça sera forcément Faker rien que pour son palmarès et sa récente victoire aux Worlds 2024.",Nindo64,2024-11-18 22:24:07.799000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Natus Vincere,"I really hope Brianna White wins Best performance, her Aerith was wonderful, best character in the game

I doubt Aleksib is gonna win, buy cool to have a finnish esport player nominated

Ghost of Yōtei is my pick for the most anticipated game

2/3",Ipa,2024-11-18 22:00:02.515000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Natus Vincere,"The Game Awards have announced the nominees for Esport Athlete of the Year ! 🫅 #Esport

- 33 (Dota2)
- Aleksib (CS2)
- Chovy (LoL)
- Faker (LoL)
- Zywoo (CS2)
- ZMJJKK (Valorant)

www.thegameawards.com/nominees/bes...",Esport.🌐,2024-11-18 19:27:39.318000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Natus Vincere,"¿Cómo que en los Game Awards a Mejor Jugador de Esports, de parte de CS2, están Aleksib y ZywOo? De Aleksi, puedo entenderlo y hasta justificarlo, ¿pero ZywOo? ¿Por qué no m0nesy o donk? Se lo merecen un millón de veces más.",MaxRave,2024-11-18 19:17:52.199000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Natus Vincere,sorry kangkang and aleksib,maki,2024-11-18 19:03:52.037000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Natus Vincere,"BEST ESPORTS ATHLETE nominees
🔹 33
🔹 Aleksib
🔹 Chovy
🔹 Faker ⭐
🔹 Zywoo
🔹 ZMJJKK

🗳️ Vote Now: bit.ly/tgavote",Rin,2024-11-18 18:36:30.364000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Natus Vincere,Got my nominations in for #TheGameAwards this year! This is a stacked roster and some of these categories were really hard to choose from (I wish I could've nominated every indie game),Ritley,2024-11-18 18:06:01.693000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
SAW,"Nous avons le plaisir de vous annoncer que le prochain congrès du GERM se tiendra du 2 au 6 juin 2025 à Autrans (Vercors, 38) et représentera une opportunité unique d'interagir avec la communauté française en résonance magnétique. Plus d'infos: germ2025.sciencesconf.org #RMN #RPE #IRM",Le GERM,2024-11-18 21:53:41.487000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Le GERM est heureux d'annoncer son arrivée sur Bluesky ! Le GERM (Groupement d’Etudes de Résonance Magnétique) a pour vocation de rassembler la communauté française de résonance magnétique des laboratoires académiques et industriels pour suivre les développements en #RMN, #IRM et #RPE.",Le GERM,2024-11-18 21:50:57.879000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Sexta revisión.

¡TAC y RMN LÍMPIAS!

Cada vez menos para llegar a los dos años y disminuir drásticamente las probabilidades de recaída.

GO!!!!",Emilio Rey,2024-11-18 14:34:14.788000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"La RMN può evidenziare un rinforzo del segnale prevalentemente nel ponte e nel cervelletto, mentre all'esame istologico  si riscontra una marcata infiammazione linfocitaria perivascolare ad opera dei linfociti T CD3+.
6/7",Alice Rotelli,2024-11-18 13:33:29.134000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Tyle warta ta RMN, co stanowisko zastępcy Prokuratora Krajowego - służyła przekazaniu kompetencji organu konstytucyjnego do niekonstytucyjnego, żeby utrudnić przywracanie praworządności po utracie władzy.",Dorota M. Zielińska,2024-11-18 12:02:01.535000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"@jostucke.bsky.social thank you. As an RMN I’m very pleased to see this and have used starter pack. My world it the Art of Nursing. Using the arts to show the vital, invisible skills nurses have.",Dr Marion Lynch BEM RN RMN FRSA,2024-11-18 10:38:48.152000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Czabański pożegnał się z Radą miesiąc temu. Poszło o konflikt interesów, były szef RMN jest powiązany z wydawcą TV Republika. Zakazuje tego uchwalona w 2016 r. przez PiS ustawa o RMN. Zresztą Joanna Lichocka z PiS zabiegała. Teraz Lichocka żarliwie protestowała przeciwko odwołaniu Czabańskiego.",Marcin Tyc,2024-11-18 09:25:27.576000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Morning! Could I be added, please? RMN in Wales.🏴󠁧󠁢󠁷󠁬󠁳󠁿",Jayne Bell 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2024-11-18 07:52:01.359000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Morning! Welcome to another day on Bluesky 🦋.

Seeing as though 1 million new members joined in a day I thought I’d share this starter pack of #RMN #RNMH #MHNursing folk to follow and get you started in the new place. Let me know if you need adding/ removing 

go.bsky.app/PS7hgy4",Jo Stucke,2024-11-18 07:48:36.341000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"Sypią się pisowskie budowle. RMN miała zapewniać władzę nad TVP, ale intrygi się zapętliły i w RMN większość będzie miała K15X. RMN to organ niekonstytucyjny, jednak można wykorzystać sytuację i dokończyć porządki.
Suski na czele Rady Programowej radia to dobre dla kabareciarzy, nie dla radia.",Jarek Gasewicz,2024-11-18 05:38:16.133000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"@centrepompidou

The forms with sharp contours and acute angles are shattered into pieces along diagonal lines.

Vassily Kandinsky « Auf Weiss II (Sur blanc II) » 1923. Domaine public. Photo : Centre Pompidou/H. Mauri/Dist. RMN-GP

#CentrePompidou
#Bauhaus
#VassilyKandinsky
#Kandinsky",,2024-11-18 03:41:00.627000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
SAW,"#SAW upset #Falcons with a 13-5 victory on Anubis.

Falcons had no answers for Ag1l as he decimated them.

SAW improve to 2-1 while Falcons fall to 1-2 and will face elimination with one more loss.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18 05:54:26.043000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Nemiga,"#Cloud9 take down #Nemiga on Inferno 13-5.

HeavyGod was seemingly unstoppable.

C9 climb to 1-1 while Nemiga fall to 0-2 and are one loss away from being eliminated.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17 12:20:05.993000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,2
Nemiga,"#Nemiga and #Cloud9 are going head to head on Inferno.

Both teams are searching for their first win. The loser will be one loss away from elimination after.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17 11:31:16.490000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,3
Nemiga,"#MOUZ absolutely demolish #Nemiga 13-3 on Inferno.

A really strong showing for Brollan and torzsi.

Nemiga fall to the lower bracket.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17 05:52:33.977000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,2
Nemiga,"#Nemiga (#29) will challenge #MOUZ (#5) in a BO1 as the third matchup in the PW Shanghai Major EU RMR.

Mouz has been performing exceptionally well all year but fans seem to think Nemiga may upset. They are both slated as a 50% chance to win.

They will play on Inferno to decide.

#CS2",Mike,2024-11-17 05:10:42.251000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,1
Nemiga,"RMR Shanghai Major 🇨🇳

Mine predictions for kvalifikationen i Europa gruppe A

🎟️Navi
🎟️Vitality
🎟️Mouz
🎟️Faze
🎟️SAW
🎟️Fnatic
🎟️Cloud9

🫧: Falcons, Betboom, GamerLegion

🗑️Nemiga, Sangal, Sinners, Rebels, Eclot, Unity

Hvad er jeres tanker?

#Majorpådansk #cspådansk",Mikespike,2024-11-16 21:13:19.785000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,2
Rebels,"Ania z Zielonego Wzgórza
Olimp w ogniu 
Dwaj zgryźliwi tetrycy 😉",Magda Magdalena,2024-11-17 14:24:48.120000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Rebels,"Pomenirea Cuviosului Ioanichie cel mare de la Muntele Olimp, ostaş încercat în lupta duhovnicească Sfântul Ioanichie cel Mare este autorul rugăciunii: ""Nădejdea mea este Tatăl, scăparea mea este Fiul, acoperământul meu este Duhul Sfânt, Treime Sfântă, slavă Ție!"" 👉 https://c.aparatorul.md/du0je 👈",aparatorul,2024-11-17 12:20:04+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Rebels,"“Dudaba si sacar el pin porque había ganado la medalla de plata y Carolina se merecía el oro”

🇪🇸 Carolina Marín tenía muchas preguntas en su cabeza sobre un gesto que la emocionó… y He Bingjiao se las ha respondido en persona.

Solo en @relevo:

www.relevo.com/juegos-olimp...",José Manuel Amorós,2024-11-16 11:31:50.509000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Rebels,"Para mí uno de los momentos de los Juegos.

Carolina Marín recibe todas las respuestas sobre el gesto que le cambió la vida: «Dudaba si sacar el pin porque había ganado la plata y ella merecía el oro www.relevo.com/juegos-olimp...",VIV,2024-11-15 21:01:26.707000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Rebels,Passa directe a les galeries del meu Olimp personal 😄,Maria Alaminos,2024-11-15 07:27:19.990000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
Rebels,"Afortunado de haber vivido este momento en primera persona.

♥️ Lo que empezó como un sueño, hoy ha terminado con Carolina Marín reencontrándose con He Bing Jiao tras un gesto que dio la vuelta al mundo.

En Relevo:

www.relevo.com/juegos-olimp...",José Manuel Amorós,2024-11-15 00:09:16.488000+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']",BlueSky,N/A
